target,EngineID,Cycle,actual,prediction,abs_residual
CompressorHealth,2,24,0.7944794679202326,0.8393329292393868,0.04485346131915424
CompressorHealth,2,25,0.7832781932321242,0.8141210896819868,0.0308428964498626
CompressorHealth,2,26,0.7719416626679587,0.7781428536133085,0.006201190945349766
CompressorHealth,2,27,0.7604735406754507,0.7835479161377206,0.02307437546226987
CompressorHealth,2,29,0.7371560417988503,0.7799849869789031,0.04282894518005276
CompressorHealth,2,30,0.7253129201146422,0.7740507943004226,0.04873787418578035
CompressorHealth,3,2,0.991740574204824,0.9932465080702176,0.0015059338653936605
CompressorHealth,3,3,0.9860083641843772,0.9921952948908096,0.006186930706432392
CompressorHealth,3,5,0.972818597163028,0.9767050409537169,0.0038864437906889204
CompressorHealth,3,6,0.9655485514640786,0.9678022337827935,0.0022536823187149224
CompressorHealth,3,7,0.9579042440070716,0.956961097994783,0.0009431460122886204
CompressorHealth,3,8,0.949924205969554,0.9607115101747558,0.010787304205201798
CompressorHealth,3,9,0.9416385432608612,0.951845510707831,0.010206967446969806
CompressorHealth,3,10,0.9330715355007688,0.9404534324946631,0.007381896993894244
CompressorHealth,3,11,0.9242432470171889,0.9342531971440662,0.010009950126877332
CompressorHealth,3,12,0.9151705832067208,0.9401461700443917,0.02497558683767087
CompressorHealth,3,13,0.9058680144754914,0.919745637221369,0.013877622745877671
CompressorHealth,3,15,0.8866218155844404,0.9099732812883186,0.023351465703878138
CompressorHealth,3,20,0.8352027896760359,0.884000049433271,0.048797259757235145
CompressorHealth,3,21,0.8244115502535143,0.8748446418154595,0.0504330915619452
CompressorHealth,3,22,0.8134649935841225,0.8501783230348866,0.03671332945076411
CompressorHealth,3,23,0.8023680989638527,0.8160512411468451,0.01368314218299238
CompressorHealth,3,24,0.7911254748552938,0.8188318259663956,0.027706351111101757
CompressorHealth,3,25,0.7797414009244907,0.8214906582806354,0.04174925735614465
CompressorHealth,3,26,0.7682198638088732,0.7826821709054711,0.014462307096597904
CompressorHealth,3,27,0.7565645877581233,0.7987616472457223,0.042197059487599
CompressorHealth,3,28,0.7447790610469567,0.7737705138320077,0.028991452785050997
CompressorHealth,3,29,0.7328665588744603,0.8073041261213227,0.07443756724686246
CompressorHealth,3,30,0.7208301633231884,0.794914144474011,0.0740839811508226
CompressorHealth,4,2,0.9929647612661276,0.9938985064821915,0.0009337452160638193
CompressorHealth,4,5,0.9768473423187184,0.9731610113540273,0.0036863309646910647
CompressorHealth,4,6,0.97065484076151,0.9697391501964874,0.0009156905650226088
CompressorHealth,4,7,0.9641435493898294,0.9657130169396053,0.001569467549775938
CompressorHealth,4,9,0.9502887015152768,0.9480748750675773,0.0022138264476995184
CompressorHealth,4,10,0.9429914696832056,0.9431360401307075,0.00014457044750193493
CompressorHealth,4,11,0.9354716833646748,0.9344019193546923,0.0010697640099824879
CompressorHealth,4,12,0.927743742289632,0.929433998762801,0.001690256473169005
CompressorHealth,4,13,0.91981997210446,0.9114437394615036,0.008376232642956394
CompressorHealth,4,14,0.9117110622978212,0.9135726413713006,0.0018615790734793913
CompressorHealth,4,16,0.894974242527349,0.8974098126883562,0.00243557016100715
CompressorHealth,4,17,0.8863620363295472,0.8911712815388201,0.004809245209272839
CompressorHealth,4,18,0.8775964251808228,0.8771412256713486,0.0004551995094742578
CompressorHealth,4,19,0.8686834312537008,0.8612274044402447,0.00745602681345614
CompressorHealth,4,21,0.8504367381569545,0.8522783547786376,0.0018416166216830288
CompressorHealth,4,23,0.8316605004151205,0.8375386873093562,0.005878186894235693
CompressorHealth,4,25,0.8123874629893069,0.8206980796258656,0.008310616636558743
CompressorHealth,4,26,0.8025736131891326,0.8288702024600083,0.026296589270875748
CompressorHealth,4,27,0.7926458468334975,0.8199345021235748,0.02728865529007729
CompressorHealth,4,28,0.7826071351756101,0.7982155688850063,0.015608433709396241
CompressorHealth,4,29,0.7724602679744741,0.7631333522872755,0.009326915687198567
CompressorHealth,5,1,0.9968144875858376,0.9933352831623158,0.0034792044235217867
CompressorHealth,5,2,0.9921563483753256,0.9904693817867933,0.0016869665885322904
CompressorHealth,5,3,0.9867126941123244,0.9828060190705333,0.003906675041791097
CompressorHealth,5,4,0.980686664244117,0.9770711771062212,0.003615487137895834
CompressorHealth,5,5,0.9741868914607036,0.977713914431433,0.0035270229707293765
CompressorHealth,5,6,0.9672828151759664,0.9715064365993833,0.004223621423416923
CompressorHealth,5,7,0.9600233172288232,0.970664360011783,0.010641042782959853
CompressorHealth,5,8,0.95244498916218,0.9576480713957619,0.005203082233581902
CompressorHealth,5,9,0.9445764213733032,0.9443027041163172,0.0002737172569859947
CompressorHealth,5,10,0.9364406712615588,0.9524782285835992,0.016037557322040374
CompressorHealth,5,11,0.9280567931295258,0.9313769499855683,0.0033201568560424777
CompressorHealth,5,12,0.9194408413670356,0.9260660495174453,0.006625208150409678
CompressorHealth,5,13,0.9106065579492988,0.9219070948638313,0.011300536914532477
CompressorHealth,5,14,0.9015658606844072,0.9267714284423768,0.02520556775796956
CompressorHealth,5,15,0.8923292003043198,0.9144209823497352,0.022091782045415398
CompressorHealth,5,16,0.8829058281609221,0.9068034215492663,0.023897593388344185
CompressorHealth,5,17,0.8733040011738464,0.8809926435862739,0.007688642412427504
CompressorHealth,5,18,0.8635311416123188,0.861974883501689,0.0015562581106297602
CompressorHealth,5,19,0.8535939636512376,0.8645914989980208,0.01099753534678316
CompressorHealth,5,20,0.8434985750154301,0.8670297013576849,0.023531126342254738
CompressorHealth,5,21,0.8332505596294033,0.8605732696607967,0.027322710031393416
CompressorHealth,5,22,0.8228550455665962,0.8410572530087899,0.018202207442193696
CompressorHealth,5,23,0.8123167614684502,0.8273096058391443,0.014992844370694036
CompressorHealth,5,24,0.8016400838105184,0.8124653272017403,0.010825243391221817
CompressorHealth,5,26,0.7798875264592133,0.7900875215669293,0.010199995107715965
CompressorHealth,5,27,0.7688189694918649,0.7453150716369941,0.023503897854870837
CompressorHealth,5,28,0.7576267185983856,0.7525819896308462,0.00504472896753938
CompressorHealth,5,30,0.7348833929485676,0.7650858126323518,0.03020241968378412
CompressorHealth,6,1,0.9976681713825044,0.9904335192509943,0.007234652131510089
CompressorHealth,6,2,0.9942583644493846,0.9894346302643203,0.004823734185064321
CompressorHealth,6,4,0.9858624349367948,0.9801076545676275,0.005754780369167323
CompressorHealth,6,5,0.981104532843493,0.978922461399537,0.0021820714439559907
CompressorHealth,6,6,0.9760506763315708,0.97261686128549,0.003433815046080868
CompressorHealth,6,7,0.9707366474216412,0.9663151985718131,0.004421448849828091
CompressorHealth,6,9,0.959429357063193,0.9499887641420843,0.00944059292110866
CompressorHealth,6,10,0.953473902345448,0.9318375248748205,0.02163637747062752
CompressorHealth,6,11,0.9473368153050856,0.9339404640539755,0.013396351251110161
CompressorHealth,6,12,0.9410298479244488,0.9298648816982937,0.011164966226155038
CompressorHealth,6,13,0.9345630594740378,0.920560492889497,0.014002566584540799
CompressorHealth,6,14,0.927945173914822,0.9131358680338457,0.014809305880976287
CompressorHealth,6,17,0.9072571952720848,0.8999480031183359,0.007309192153748922
CompressorHealth,6,18,0.9001033592050772,0.8877290072820679,0.012374351923009286
CompressorHealth,6,19,0.8928292403400002,0.9003809855799484,0.007551745239948171
CompressorHealth,6,20,0.8854393095957167,0.8713616132133364,0.014077696382380323
CompressorHealth,6,21,0.8779376544637414,0.8446461357712878,0.033291518692453614
CompressorHealth,6,22,0.8703280287478091,0.8478775887114655,0.022450440036343666
CompressorHealth,6,23,0.8626138938632284,0.8142004125280571,0.048413481335171316
CompressorHealth,6,24,0.8547984534361699,0.8037857416662445,0.05101271176992539
CompressorHealth,6,25,0.8468846825260773,0.847725238973056,0.0008405564469786686
CompressorHealth,6,27,0.8307730522837296,0.8259348453154745,0.004838206968255099
CompressorHealth,6,28,0.8225802068213872,0.7864127309928549,0.0361674758285323
CompressorHealth,6,29,0.8142990928957271,0.7727284101977172,0.0415706826980099
CompressorHealth,6,30,0.8059318530521516,0.7884795605296843,0.017452292522467383
CompressorHealth,7,2,0.9951043558748108,0.9973124017136085,0.0022080458387976343
CompressorHealth,7,4,0.9879455101710968,0.984260315772242,0.0036851943988547298
CompressorHealth,7,5,0.9838886529871188,0.9738254471887012,0.010063205798417574
CompressorHealth,7,6,0.9795794482798488,0.9732152008923193,0.006364247387529498
CompressorHealth,7,7,0.97504840582955,0.9700661945951633,0.004982211234386691
CompressorHealth,7,8,0.9703183643828456,0.9615639266038161,0.008754437779029511
CompressorHealth,7,9,0.9654071687417634,0.954219073845121,0.011188094896642409
CompressorHealth,7,10,0.9603292102672598,0.9430093954753681,0.017319814791891708
CompressorHealth,7,11,0.9550963817726498,0.9382733332002721,0.016823048572377708
CompressorHealth,7,12,0.9497187036646296,0.9265901328856458,0.02312857077898378
CompressorHealth,7,14,0.9385619684660016,0.9114032571233827,0.027158711342618935
CompressorHealth,7,15,0.9327968727822648,0.8937517374637131,0.039045135318551694
CompressorHealth,7,16,0.926915240262002,0.9007177127846602,0.02619752747734183
CompressorHealth,7,18,0.9148224581092772,0.8764294987476229,0.03839295936165432
CompressorHealth,7,19,0.908620131790616,0.8581023801523796,0.05051775163823635
CompressorHealth,7,20,0.902319057695112,0.8436619034249184,0.05865715427019358
CompressorHealth,7,21,0.8959227210498657,0.8362751467730443,0.059647574276821436
CompressorHealth,7,22,0.8894343225608498,0.8183588725925431,0.07107544996830661
CompressorHealth,7,23,0.8828568136270813,0.8130292183170409,0.06982759531004046
CompressorHealth,7,25,0.8694451959098386,0.826602200540817,0.042842995369021586
CompressorHealth,7,26,0.8626159868471255,0.8109505137881748,0.05166547305895064
CompressorHealth,7,27,0.8557075061439465,0.8082465266491191,0.047460979494827416
CompressorHealth,7,28,0.8487218214200178,0.7909784498981763,0.0577433715218415
CompressorHealth,7,29,0.8416608739978437,0.7727445426923785,0.06891633130546526
CompressorHealth,7,30,0.8345264907331554,0.7936827986619006,0.04084369207125482
CompressorHealth,8,1,0.9970308873774236,0.9982967776486817,0.0012658902712581188
CompressorHealth,8,3,0.9876153338923648,0.9864938756353369,0.0011214582570279186
CompressorHealth,8,4,0.9819986672405038,0.9849063740654548,0.0029077068249510063
CompressorHealth,8,5,0.9759404402094896,0.9739484377712622,0.0019920024382273915
CompressorHealth,8,7,0.9627390328485554,0.9588189966902081,0.003920036158347351
CompressorHealth,8,8,0.9556755194807668,0.9575540125630156,0.0018784930822488555
CompressorHealth,8,10,0.9407584147527506,0.9346827906190596,0.006075624133691004
CompressorHealth,8,11,0.932944074341679,0.9265050696192841,0.006439004722394892
CompressorHealth,8,13,0.916679277095815,0.9165767874735998,0.00010248962221515168
CompressorHealth,8,14,0.9082527369113412,0.9135465141952037,0.005293777283862489
CompressorHealth,8,15,0.8996435458741192,0.9027237560815076,0.0030802102073883564
CompressorHealth,8,16,0.8908603268686609,0.9066419063228167,0.015781579454155814
CompressorHealth,8,18,0.8728018110285836,0.881408561499526,0.008606750470942393
CompressorHealth,8,19,0.8635396903142338,0.8857204903842957,0.022180800070061846
CompressorHealth,8,21,0.8445782643914042,0.8569265186624575,0.01234825427105335
CompressorHealth,8,23,0.8250665512736607,0.8276113512831722,0.0025448000095115164
CompressorHealth,8,26,0.7948403149613055,0.8236451726394539,0.028804857678148443
CompressorHealth,8,27,0.7845236726342033,0.7894809759790711,0.0049573033448677695
CompressorHealth,9,1,0.9976442893770914,0.9992745604415482,0.0016302710644567897
CompressorHealth,9,2,0.9941995600542974,0.99479941591474,0.000599855860442533
CompressorHealth,9,3,0.9901739363845288,0.9895846593638415,0.0005892770206872289
CompressorHealth,9,4,0.9857176415318112,0.9850986991971149,0.0006189423346962819
CompressorHealth,9,5,0.9809110101954192,0.9703048761261897,0.0106061340692295
CompressorHealth,9,6,0.975805393349282,0.9616274780098499,0.014177915339432023
CompressorHealth,9,7,0.9704369394845168,0.9649160984842277,0.005520841000289156
CompressorHealth,9,8,0.9648327083249998,0.9653650037827337,0.0005322954577339223
CompressorHealth,9,9,0.9590138426866416,0.9489273290889558,0.010086513597685753
CompressorHealth,9,12,0.9404258903777816,0.9249772239471229,0.015448666430658675
CompressorHealth,9,13,0.9338928706976748,0.926382007836127,0.007510862861547785
CompressorHealth,9,14,0.9272072064099702,0.9231695415998912,0.004037664810079056
CompressorHealth,9,15,0.9203766259103204,0.896611943596837,0.023764682313483387
CompressorHealth,9,16,0.9134079706437046,0.8915120052846294,0.02189596535907523
CompressorHealth,9,17,0.9063073466648992,0.8792304079411192,0.02707693872378003
CompressorHealth,9,18,0.8990802427983655,0.8803787101462223,0.01870153265214325
CompressorHealth,9,19,0.8917316242274325,0.8716129439790837,0.02011868024834873
CompressorHealth,9,20,0.8842660076609954,0.8637946464242428,0.02047136123675264
CompressorHealth,9,21,0.8766875224536347,0.85916368539592,0.017523837057714653
CompressorHealth,9,22,0.8689999608546042,0.8427391594584804,0.026260801396123745
CompressorHealth,9,23,0.8612068197301619,0.8201634086280211,0.041043411102140825
CompressorHealth,9,24,0.8533113355172166,0.8346081179159146,0.018703217601302002
CompressorHealth,9,25,0.8453165137450265,0.7940865727894444,0.05122994095558209
CompressorHealth,9,26,0.8372251541543446,0.8237075390980639,0.013517615056280685
CompressorHealth,9,28,0.8207631176797304,0.8250173826348334,0.004254264955102949
CompressorHealth,9,29,0.8123971906566951,0.7925207061719932,0.019876484484701917
CompressorHealth,9,30,0.803944255635637,0.771580166387546,0.03236408924809098
CompressorHealth,10,1,0.9970773403786576,0.9957202697429609,0.0013570706356966777
CompressorHealth,10,2,0.9928035678701508,0.9893881218692477,0.003415446000903044
CompressorHealth,10,3,0.9878090971418974,0.9872234756030693,0.0005856215388280184
CompressorHealth,10,4,0.9822803055746404,0.9825474320863706,0.0002671265117302202
CompressorHealth,10,5,0.9763168620239184,0.9785221438533059,0.0022052818293875065
CompressorHealth,10,6,0.9699824761052326,0.9688263889995943,0.0011560871056383037
CompressorHealth,10,7,0.963321996168942,0.9667863423584317,0.0034643461894897642
CompressorHealth,10,8,0.9563689944040792,0.9593784498498859,0.0030094554458066636
CompressorHealth,10,10,0.9416852739805406,0.9480331300706237,0.006347856090083148
CompressorHealth,10,11,0.9339931921736044,0.9387433549819142,0.004750162808309755
CompressorHealth,10,13,0.9179828644418924,0.92599461012443,0.008011745682537597
CompressorHealth,10,14,0.9096881609814992,0.9125343902808024,0.0028462292993032268
CompressorHealth,10,15,0.901213664316876,0.9035725177390401,0.002358853422164131
CompressorHealth,10,16,0.8925678624239229,0.9116474074503857,0.019079545026462807
CompressorHealth,10,18,0.874791879571049,0.8717727284215102,0.003019151149538768
CompressorHealth,10,19,0.8656746685855186,0.8600513703627636,0.00562329822275498
CompressorHealth,10,21,0.8470099020534746,0.840793377899671,0.006216524153803582
CompressorHealth,10,22,0.8374721746036031,0.8542197358758338,0.01674756127223065
CompressorHealth,10,23,0.8278034577984346,0.8546971453059665,0.02689368750753196
CompressorHealth,10,24,0.8180077669883171,0.8387039103229089,0.0206961433345918
CompressorHealth,10,25,0.8080888310433922,0.8215489116176663,0.013460080574274058
CompressorHealth,10,27,0.787894889348877,0.7948008753830609,0.0069059860341839086
CompressorHealth,10,29,0.7672468127510952,0.7649014846748116,0.002345328076283626
CompressorHealth,10,30,0.7567595094178128,0.7801549317078881,0.023395422290075296
CombustorHealth,1,1,0.999261760970851,0.9963164155573695,0.0029453454134814594
CombustorHealth,1,2,0.9981822422870998,0.9953750672480398,0.002807175039060028
CombustorHealth,1,3,0.9969206813462996,0.9925988213660236,0.0043218599802760105
CombustorHealth,1,4,0.9955241554938968,0.9948163859221028,0.0007077695717940813
CombustorHealth,1,5,0.9940178402373674,0.9926230389320397,0.0013948013053276531
CombustorHealth,1,7,0.990735447350202,0.9875851105365159,0.00315033681368615
CombustorHealth,1,9,0.9871556460758304,0.9817217118120217,0.005433934263808671
CombustorHealth,1,11,0.9833272402399686,0.9814837860473763,0.001843454192592353
CombustorHealth,1,12,0.9813305028120884,0.9737181806240401,0.007612322188048304
CombustorHealth,1,13,0.9792831672611289,0.9652397113775045,0.014043455883624323
CombustorHealth,1,14,0.9771879955261228,0.9613859979242558,0.015801997601866957
CombustorHealth,1,15,0.9750474095528082,0.9589398807471476,0.016107528805660576
CombustorHealth,1,16,0.9728635533318992,0.9662530316495421,0.006610521682357096
CombustorHealth,1,17,0.9706383403955184,0.9615742723812508,0.009064068014267623
CombustorHealth,1,19,0.966070560687459,0.9548476599210961,0.011222900766362898
CombustorHealth,1,20,0.9637309653770636,0.9557446300252751,0.007986335351788498
CombustorHealth,1,21,0.961355998983698,0.9534667507185381,0.007889248265159798
CombustorHealth,1,22,0.9589468499327908,0.9614663909555909,0.0025195410228001647
CombustorHealth,1,23,0.9565046140818416,0.9520075426215981,0.004497071460243474
CombustorHealth,1,24,0.9540303056742876,0.9514363534986587,0.0025939521756288553
CombustorHealth,1,27,0.9464240482123896,0.9349357622505156,0.011488285961874012
CombustorHealth,1,28,0.9438302562695736,0.9157634200253516,0.028066836244222015
CombustorHealth,1,29,0.9412085192092754,0.9347886906057712,0.006419828603504207
CombustorHealth,1,30,0.9385595153449124,0.9194044811113331,0.019155034233579338
CombustorHealth,2,1,0.9988259307687845,0.9976283373232302,0.001197593445554257
CombustorHealth,2,2,0.9971091024502176,0.9974984140431787,0.00038931159296118345
CombustorHealth,2,3,0.9951027605671504,0.9960231958118175,0.0009204352446671171
CombustorHealth,2,5,0.9904861847772828,0.9885956933939091,0.0018904913833737158
CombustorHealth,2,6,0.9879415820628696,0.989160788468282,0.0012192064054123986
CombustorHealth,2,7,0.9852659832688044,0.9883335919279447,0.003067608659140242
CombustorHealth,2,8,0.9824728747668424,0.9838839904011265,0.001411115634284088
CombustorHealth,2,9,0.9795727939843658,0.9769119731973591,0.0026608207870066902
CombustorHealth,2,10,0.9765742390779116,0.9718943650310972,0.0046798740468144695
CombustorHealth,2,11,0.9734842328015846,0.9720707814842295,0.0014134513173550411
CombustorHealth,2,12,0.9703086922458476,0.973450018695534,0.0031413264496864546
CombustorHealth,2,14,0.963720595230516,0.960620519444352,0.0031000757861640027
CombustorHealth,2,15,0.960316283037842,0.9633950504724687,0.0030787674346266503
CombustorHealth,2,18,0.9497023188672123,0.951715518470614,0.0020131996034016275
CombustorHealth,2,19,0.9460398202257544,0.9587978040109363,0.012757983785181892
CombustorHealth,2,20,0.9423190106248348,0.9589149226552092,0.01659591203037436
CombustorHealth,2,21,0.9385419481050769,0.9609773731058358,0.022435425000758902
CombustorHealth,2,22,0.9347105226962328,0.9565616007089295,0.0218510780126967
CombustorHealth,2,23,0.9308264772112952,0.9516843994168809,0.02085792220558569
CombustorHealth,2,24,0.9268914246671416,0.9460096557101818,0.019118231043040224
CombustorHealth,2,25,0.9229068629979368,0.9346896498876621,0.011782786889725338
CombustorHealth,2,26,0.9188741875743354,0.9352866214579643,0.016412433883628896
CombustorHealth,2,27,0.9147947019281504,0.9224334096812696,0.007638707753119256
CombustorHealth,2,29,0.906500109140058,0.9150054192360293,0.00850531009597133
CombustorHealth,2,30,0.9022872271225568,0.9327290772979138,0.030441850175356944
CombustorHealth,3,2,0.9979098955170184,0.9974367740025847,0.0004731215144336831
CombustorHealth,3,3,0.9964593203610402,0.9956494022738073,0.0008099180872329637
CombustorHealth,3,5,0.9931215591335096,0.9915442479253427,0.0015773112081669538
CombustorHealth,3,6,0.9912818240861012,0.9916861270146105,0.000404302928509237
CombustorHealth,3,7,0.9893473795276778,0.98660549582726,0.0027418837004178354
CombustorHealth,3,8,0.9873279760376288,0.984493187116744,0.0028347889208847343
CombustorHealth,3,9,0.9852312321232968,0.9808313790196951,0.004399853103601692
CombustorHealth,3,10,0.983063291909394,0.9839938014690712,0.0009305095596772173
CombustorHealth,3,11,0.980829232812046,0.9829715067570163,0.002142273944970241
CombustorHealth,3,12,0.9785333328580904,0.9781449565852798,0.00038837627281063103
CombustorHealth,3,13,0.9761792538832852,0.9785820246207454,0.0024027707374602025
CombustorHealth,3,15,0.9713088709317204,0.9743772510979898,0.0030683801662694243
CombustorHealth,3,20,0.958296932907594,0.9555022389077911,0.002794693999802922
CombustorHealth,3,21,0.9555661355793932,0.9420213006998754,0.013544834879517742
CombustorHealth,3,22,0.9527960341540288,0.9561675732748057,0.003371539120776923
CombustorHealth,3,23,0.9499878886765858,0.9495293991291893,0.00045848954739646786
CombustorHealth,3,24,0.9471428653502064,0.940668878095754,0.0064739872544524735
CombustorHealth,3,25,0.9442620471738068,0.9242690428948119,0.019993004278994864
CombustorHealth,3,26,0.9413464429933982,0.9343587821096132,0.006987660883784996
CombustorHealth,3,27,0.9383969952559672,0.9308050012609298,0.007591993995037405
CombustorHealth,3,28,0.9354145866934138,0.9509379723391937,0.01552338564577993
CombustorHealth,3,29,0.9324000461173844,0.9322405631114528,0.00015948300593160436
CombustorHealth,3,30,0.9293541534700592,0.9295609447006142,0.00020679123055500348
CombustorHealth,4,2,0.9975763850774824,0.9958313859710085,0.0017449991064738546
CombustorHealth,4,5,0.9920239911145972,0.9913338500073137,0.0006901411072834929
CombustorHealth,4,6,0.9898906961761464,0.9886052144991873,0.0012854816769591881
CombustorHealth,4,7,0.9876475792713446,0.9880718312274879,0.0004242519561432623
CombustorHealth,4,9,0.9828746330603928,0.9850267193469987,0.002152086286605903
CombustorHealth,4,10,0.980360762439894,0.9847458112942274,0.00438504885433344
CombustorHealth,4,11,0.9777702225840128,0.9785085628638294,0.0007383402798165628
CombustorHealth,4,12,0.9751079741489124,0.9711146626987444,0.003993311450168013
CombustorHealth,4,13,0.9723782632762848,0.9782816256702266,0.005903362393941736
CombustorHealth,4,14,0.96958477245726,0.9767585188833411,0.00717374642608104
CombustorHealth,4,16,0.963818997096162,0.9677191641894937,0.00390016709333163
CombustorHealth,4,17,0.9608521224460816,0.9614823983647592,0.0006302759186775919
CombustorHealth,4,18,0.957832400331642,0.9521051858689729,0.005727214462669106
CombustorHealth,4,19,0.9547619053700316,0.9521119963715465,0.002649908998485051
CombustorHealth,4,21,0.9484759839750756,0.9476616912314745,0.0008142927436011194
CombustorHealth,4,23,0.9420076363181938,0.9381972589739351,0.0038103773442587086
CombustorHealth,4,25,0.9353681429229596,0.945602199261638,0.010234056338678466
CombustorHealth,4,26,0.9319873062914276,0.9443793241753815,0.012392017883953943
CombustorHealth,4,27,0.9285672258084527,0.9354751029571708,0.0069078771487181
CombustorHealth,4,28,0.9251089250602824,0.9266115160611536,0.001502591000871134
CombustorHealth,4,29,0.921613365109051,0.9258641331154408,0.0042507680063897935
CombustorHealth,5,1,0.9989966915780492,0.9966654209531476,0.0023312706249015713
CombustorHealth,5,2,0.9975295648829066,0.995768696175134,0.0017608687077725893
CombustorHealth,5,3,0.9958150325068984,0.9939766622857004,0.001838370221198038
CombustorHealth,5,4,0.9939170752141188,0.9935522143709532,0.0003648608431655598
CombustorHealth,5,5,0.9918699079372396,0.9921617056665424,0.00029179772930276737
CombustorHealth,5,6,0.9896954013016754,0.9873237017462374,0.002371699555438034
CombustorHealth,5,7,0.9874089511226958,0.9878350088153094,0.0004260576926136128
CombustorHealth,5,8,0.9850220822661296,0.9854151088233802,0.00039302655725059754
CombustorHealth,5,9,0.9825437995584017,0.9834097642322588,0.0008659646738571336
CombustorHealth,5,10,0.9799813651539052,0.9835648336880993,0.003583468534194112
CombustorHealth,5,11,0.9773407803923828,0.9791117254325782,0.0017709450401953708
CombustorHealth,5,12,0.9746271017615928,0.9755987942174458,0.000971692455852935
CombustorHealth,5,13,0.9718446574315976,0.9766394190969018,0.004794761665304126
CombustorHealth,5,14,0.9689972010331084,0.9750838125951475,0.006086611562039157
CombustorHealth,5,15,0.9660880241267996,0.9686794157912555,0.0025913916644558777
CombustorHealth,5,16,0.9631200405168114,0.9677537546732471,0.004633714156435653
CombustorHealth,5,17,0.9600958508010792,0.9640185709880981,0.003922720187018891
CombustorHealth,5,18,0.9570177926961944,0.9620975979233067,0.005079805227112377
CombustorHealth,5,19,0.9538879808974864,0.9549335566130369,0.0010455757155505285
CombustorHealth,5,20,0.9507083390928772,0.9504075341447691,0.0003008049481081354
CombustorHealth,5,21,0.947480625994234,0.9482417025794447,0.0007610765852107404
CombustorHealth,5,22,0.9442064567386528,0.9491275680157687,0.004921111277115919
CombustorHealth,5,23,0.9408873206581988,0.9402303285973321,0.000656992060866668
CombustorHealth,5,24,0.937524596166832,0.9478069139014907,0.010282317734658708
